open;high;low;close;volume;marketCap;timestamp
170.8589666875;171.6960093794;165.6821196522;168.3979326447;46764927.08;3090746360.73;"2023-11-04T00:00:00.000Z"
168.3875479233;170.8896334854;167.8158788619;169.6920738263;46465913.98;3114568546.12;"2023-11-05T00:00:00.000Z"
169.6920738263;169.6920738263;164.7274916464;165.3734049023;65232788.3;3035377686.22;"2023-11-06T00:00:00.000Z"
165.3491789411;168.1760765031;162.2175952388;166.1260551744;106896187.69;3049260626.8;"2023-11-07T00:00:00.000Z"
166.1335100107;167.7588314736;164.5920950107;167.3167497197;103968395.74;3071189732.7;"2023-11-08T00:00:00.000Z"
167.321564128;171.0383713382;160.1378779468;170.1363513575;130627063.92;3123013342.67;"2023-11-09T00:00:00.000Z"
170.1424292765;173.6302977325;167.3880616085;171.1465703519;108566608;3141633265.64;"2023-11-10T00:00:00.000Z"
171.0912171951;172.0946046823;168.2490564475;169.2417441565;102537913.27;3106745924.93;"2023-11-11T00:00:00.000Z"
169.2198052131;171.5065696762;166.9174817449;171.124338857;80788515.31;3141373334.79;"2023-11-12T00:00:00.000Z"
171.1510967294;172.8787710833;163.0098384762;163.0098384762;82389569.5;2992481737.57;"2023-11-13T00:00:00.000Z"
162.9704105524;166.404024648;160.0569300448;163.2566245186;78507177.48;2997081506.44;"2023-11-14T00:00:00.000Z"
163.2618039832;166.4657152145;158.4632259764;161.0126733197;101369551.18;2955957248.38;"2023-11-15T00:00:00.000Z"
161.0225431011;162.7617562065;157.6798120962;160.7935913499;96827652.73;2952006615.93;"2023-11-16T00:00:00.000Z"
160.8291949132;167.0141805241;160.6358993952;162.6995345941;114301735.36;2987068079.1;"2023-11-17T00:00:00.000Z"
162.7144218846;162.853510616;159.508907071;160.8014766783;65270320.8;2952289638.78;"2023-11-18T00:00:00.000Z"
160.8080409204;164.2761171934;159.7030443027;164.1860087192;55034009.36;3014501909.42;"2023-11-19T00:00:00.000Z"
164.1624662859;164.9795047938;162.1706565342;163.2297691441;67592443.45;2997014221.86;"2023-11-20T00:00:00.000Z"
163.1923749179;165.7831831829;158.5629720403;159.255595195;84676091.65;2924113891.74;"2023-11-21T00:00:00.000Z"
159.2237725291;163.8899506162;158.7203202257;163.2819875701;86263978.18;2998112005.34;"2023-11-22T00:00:00.000Z"
163.2212761076;167.8196385868;163.1427216495;166.0904099391;82643483.69;3049751169.81;"2023-11-23T00:00:00.000Z"
166.0848274075;171.2775401638;165.92785681;170.4581150325;84379575.98;3130024787.96;"2023-11-24T00:00:00.000Z"
170.4662058834;172.741938674;169.8665037076;172.0189763544;67521431.15;3158758341.85;"2023-11-25T00:00:00.000Z"
172.0168654012;172.9309426843;168.2270445418;169.5430480501;59499987.37;3113370963.86;"2023-11-26T00:00:00.000Z"
169.4975469322;170.325003429;165.1465666616;165.5349232262;86930867.8;3039837070.27;"2023-11-27T00:00:00.000Z"
165.5404875305;167.9109521253;164.2759264328;167.7353593925;76428347.56;3080319638.8;"2023-11-28T00:00:00.000Z"
167.7594668621;167.8254423599;165.1117704523;165.964671039;81460214.68;3047873425.11;"2023-11-29T00:00:00.000Z"
165.9745863732;170.2251947351;165.9310529017;169.7876982585;76512145.19;3118153781.34;"2023-11-30T00:00:00.000Z"
169.7720034359;171.8582796564;169.2828979724;171.5686641633;83821876.41;3150933409.22;"2023-12-01T00:00:00.000Z"
171.5741778032;173.6656444967;170.6671865561;172.67845795;83989216.45;3171388402.72;"2023-12-02T00:00:00.000Z"